marca,modelo,año,precio,transmisión,rendimiento,combustible,litros
 Volkswagen , Passat ,2018," 437,999 ",Automático,9.7,,3.6
 Acura , RDX ,2019," 627,999 ",Automático,10.8,,2
 Chevrolet , Trax ,2015," 231,999 ",Automático,15.2,,1.8
 Mazda , CX-5 ,2018," 451,999 ",Automático,10,,
 Honda , City ,2018," 259,999 ",Manual,16.4,,
 Volkswagen , Passat ,2015," 255,999 ",Automático,11.5,,
 Chevrolet , Spark ,2018," 234,999 ",Manual,18.5,,
 Ford , Figo ,2020," 286,999 ",Automático,17.2,,
 Audi , A5 ,2019," 753,999 ",Automático,15.4,,2
 Ford , Fiesta ,2017," 242,999 ",Automático,16.1,,1.6
 Jeep , Cherokee ,2016," 350,999 ",Automático,9.9,,2.4
 Volkswagen , Polo ,2020," 284,999 ",Manual,15.2,,1.6
 Bmw , Serie 3 ,2017," 418,999 ",Automático,12.8,,2
 Honda , Fit ,2017," 218,999 ",Manual,12.8,,1.5
 Infiniti , QX60 ,2016," 414,999 ",Automático,9.6,,3.5
 Volkswagen , Jetta A6 ,2018," 265,999 ",Automático,12.7,,2
 Volkswagen , Beetle ,2017," 332,999 ",Automático,11.6,,2.5
 Nissan , Sentra ,2018," 247,999 ",Manual,14.3,,1.8
 Volkswagen , Tiguan ,2018," 419,999 ",Automático,14.9,,1.4
 Volkswagen , Touareg ,2014," 400,999 ",Automático,8.6,,3
 Chevrolet , Trax ,2016," 227,999 ",Manual,16.9,,1.8
 Hyundai , Creta ,2019," 322,999 ",Automático,14.3,,1.6
 Toyota , Corolla ,2015," 240,999 ",,15.9,,
 Volkswagen , Vento ,2020," 272,999 ",Automático,16.7,,
 Kia , Rio ,2018," 255,999 ",Manual,15.6,,1.6
 Toyota , Corolla ,2015," 262,999 ",Automático,17.9,,1.8
 Honda , Civic ,2018," 356,999 ",Automático,16.7,,2
 Kia , Rio ,2018," 282,999 ",Automático,15.6,,
 Seat , Ibiza ,2017," 222,999 ",Manual,9.2,,
 Volkswagen , Vento ,2020," 252,999 ",Manual,14.3,,
 Kia , Forte ,2020,,Manual,15.6,,
 Renault , Stepway ,2019," 240,999 ",Manual,15.2,,
 Toyota , Sienna ,2014," 413,999 ",Automático,9.6,,3.5
 Mercedes Benz , Clase Gle ,2017," 662,999 ",Automático,7.7,,3.5
 Hyundai , Elantra ,2018," 260,999 ",Manual,15.6,,2
 Chevrolet , Sonic ,2017," 225,999 ",Automático,13,,1.6
 Kia , Sportage ,2017," 318,999 ",Automático,12.7,,2
 Volkswagen , Passat ,2016," 317,999 ",Automático,9.8,,2
 Kia , Sportage ,2019," 451,999 ",Automático,12.3,,2.4
 Audi , A5 Sportback ,2016," 440,999 ",Automático,11.9,,1.8
 Nissan , Kicks ,2018," 329,999 ",Automático,17.5,,1.6
 Renault , Koleos ,2016," 281,999 ",Automático,8.8,,2.5
 Chevrolet , Spark ,2017," 183,999 ",Manual,18.9,,1.4
 Audi , A1 Sportback ,2014," 303,999 ",Automático,15.6,,1.4
 Toyota , Camry ,2015," 270,999 ",Automático,9.4,,3.5
 Mazda , Mazda 3 ,2018," 310,999 ",Manual,15.4,,2.5
 Mini , Cooper ,2018," 374,999 ",Automático,17.5,,1.5
 Nissan , Sentra ,2018," 253,999 ",Manual,14.3,,1.8
 Mercedes Benz , Clase Glc ,2018," 654,999 ",Automático,10.6,,2
 Volkswagen , Vento ,2019," 248,999 ",Manual,14.3,,1.6
 Nissan , Juke ,2017," 314,999 ",Automático,14.7,,1.6
 Nissan , Tiida ,2018," 205,999 ",Automático,12.7,,1.8
 Chevrolet , Cavalier ,2019," 289,999 ",Automático,16.7,,1.5
 Hyundai , Creta ,2019," 322,999 ",Manual,14.7,,1.6
 Hyundai , Creta ,2018," 300,999 ",Automático,14.3,,1.6
 Ford , Figo ,2018," 198,999 ",Manual,17.9,,1.5
 Kia , Forte ,2018," 256,999 ",Automático,15.9,,2
 Kia , Forte ,2016," 246,999 ",Automático,15.9,,2
 Seat , Ibiza ,2018," 254,999 ",Manual,15.9,,1.6
 Ford , Edge ,2019," 692,999 ",Automático,10,,2.7
 Kia , Soul ,2018," 314,999 ",Automático,13.2,,2
 Suzuki , Vitara ,2020," 429,999 ",Automático,15.6,,1.4
 Kia , Forte ,2019," 327,999 ",Automático,15.9,,2
 Chevrolet , Aveo ,2018," 217,999 ",Automático,16.7,,1.6
 Chevrolet , Aveo ,2020," 253,999 ",Automático,16.7,,1.6
 Honda , Hr-V ,2019," 400,999 ",Automático,15.2,,
 Toyota , Prius ,2017," 317,999 ",Automático,31.3,,
 Volkswagen , Beetle ,2018," 359,999 ",Manual,11.6,,
 Mazda , CX-5 ,2018," 450,999 ",Automático,14.7,,
 Chevrolet , Trax ,2017," 249,999 ",Manual,16.9,,1.8
 Honda , Hr-V ,2018," 337,999 ",Automático,15.2,,1.8
 Volkswagen , Jetta A7 ,2019," 419,999 ",Automático,15.9,,1.4
 Chevrolet , Cavalier ,2019," 254,999 ",Manual,17.5,,1.5
 Nissan , Versa ,2019," 242,999 ",Manual,16.4,,1.6
 Volkswagen , Jetta A6 ,2016," 240,999 ",Automático,11.8,,2.5
 Infiniti , QX60 ,2014," 338,999 ",Automático,9.6,,3.5
 Honda , Civic ,2018," 350,999 ",Automático,16.7,,2
 Volkswagen , Tiguan ,2018," 451,999 ",Automático,14.9,,1.4
 Audi , S6 ,2018," 1,063,999 ",Automático,9.3,,4
 Kia , Forte ,2018," 285,999 ",Automático,15.9,,2
 Volkswagen , Jetta A7 ,2019," 423,999 ",Automático,15.9,,1.4
 Honda , Civic ,2017," 314,999 ",Automático,17.5,,1.5
 Infiniti , QX60 ,2017," 605,999 ",Automático,14.7,,2.5
 Toyota , RAV4 ,2016," 362,999 ",Automático,11.9,,2.5
 Chevrolet , Sonic ,2017," 202,999 ",Manual,14.7,,1.6
 Mitsubishi , Mirage ,2019," 264,999 ",Automático,20.8,,1.2
 Jeep , Cherokee ,2015," 315,999 ",Automático,9.9,,2.4
 Mazda , Mazda 3 ,2018," 315,999 ",Automático,9.6,,2.5
 Fiat , Mobi ,2020," 221,999 ",Manual,15.2,,1
 Nissan , X Trail ,2018," 422,999 ",Automático,13.2,,2.5
 Volkswagen , Jetta A7 ,2019," 333,999 ",Automático,15.9,,1.4
 Kia , Forte ,2016," 228,999 ",Automático,15.9,,2
 Chevrolet , Spark ,2017," 203,999 ",Manual,18.5,,1.4
 Audi , A1 ,2018," 365,999 ",Automático,15.6,,1.4
 Ford , Eco Sport ,2013," 208,999 ",Manual,9.6,,2
 Hyundai , Ioniq ,2019," 447,999 ",Automático,28.6,,1.6
 Ford , Eco Sport ,2017," 299,999 ",Automático,12.5,,2
 Hyundai , Creta ,2020," 419,999 ",Automático,14.3,,1.6
 Ford , Figo ,2020," 249,999 ",Manual,17.9,,
 Chevrolet , Equinox ,2019," 467,999 ",Automático,14.7,,
 Audi , A3 ,2018," 423,999 ",Automático,11,,2
 Mazda , Mazda 3 ,2018," 326,999 ",Automático,9.6,,2
 Kia , Sorento ,2017," 346,999 ",Automático,12.8,,2.4
 Mazda , CX-5 ,2018," 389,999 ",Automático,14.5,,2
 Kia , Sportage ,2016," 322,999 ",Automático,12.7,,2
 Kia , Forte ,2018," 255,999 ",Manual,15.9,,2
 Seat , Ibiza ,2017," 251,999 ",Manual,15.9,,1.6
 Hyundai , Grand i10 ,2019," 233,999 ",Manual,18.2,,1.2
 Nissan , Kicks ,2017," 260,999 ",Manual,15.9,,1.6
 Nissan , X Trail ,2018," 410,999 ",Automático,13.2,,2.5
 Volkswagen , Polo ,2020," 269,999 ",Manual,14.5,,1.6
 Chevrolet , Trax ,2015," 252,999 ",Automático,12.8,,1.4
 Honda , Civic ,2014," 223,999 ",Automático,16.7,,1.8
 Mazda , Mazda 3 ,2018," 325,999 ",Automático,9.8,,2.5
 Audi , Q5 Quattro ,2018," 618,999 ",Automático,11.2,,2
 Ford , Edge ,2017," 467,999 ",Automático,8,,2
 Seat , Freetrack ,2015," 270,999 ",Automático,9.6,,2
 Ford , Focus ,2016," 240,999 ",Automático,15.2,,2
 Toyota , RAV4 ,2013," 303,999 ",Automático,11.4,,2.5
 Honda , Hr-V ,2017," 300,999 ",Manual,13.5,,1.8
 Mercedes Benz , Clase C ,2018," 585,999 ",Automático,9.1,,2
 Chevrolet , Aveo ,2018," 232,999 ",Automático,16.7,,1.6
 Kia , Forte ,2016," 261,999 ",Automático,13.2,,2
 Mitsubishi , Outlander ,2020," 652,999 ",Automático,41.7,,2
 Kia , Sportage ,2017," 342,999 ",Automático,12.7,,
 Audi , Q5 Quattro ,2015," 430,999 ",Automático,10.4,,3
 Honda , CR-V ,2014," 287,999 ",Automático,8.4,,2.4
 Honda , CR-V ,2017," 425,999 ",Automático,9.7,,1.5
 Kia , Optima ,2017," 309,999 ",Automático,11.9,,2
 Chevrolet , Trax ,2019," 315,999 ",Manual,16.9,,1.8
 Toyota , Yaris ,2016," 229,999 ",Automático,17.2,,1.5
 Nissan , Sentra ,2018," 263,999 ",Automático,17.2,,1.8
 Mercedes Benz , Clase E ,2016," 415,999 ",Automático,12.5,,2
 Volkswagen , Passat ,2015," 253,999 ",Automático,11.5,,
 Bmw , I3 ,2019," 812,999 ",Automático,0,,0
 Mazda , Mazda 3 ,2016," 252,999 ",Automático,9.6,,2
 Volkswagen , Jetta A7 ,2019," 414,999 ",Automático,15.9,,
 Honda , Hr-V ,2018," 348,999 ",Automático,15.2,,
 Chevrolet , Trax ,2019," 322,999 ",Automático,15.2,,
 Nissan , X Trail ,2019," 457,999 ",Automático,12.7,,2.5
 Chevrolet , Trax ,2015," 234,999 ",Automático,15.2,,1.8
 Mazda , CX-5 ,2015," 304,999 ",Automático,14.7,,2
 Honda , Hr-V ,2017," 299,999 ",Automático,15.2,,1.8
 Toyota , Camry ,2015," 271,999 ",Automático,15.4,,2.5
 Chevrolet , Cruze ,2018," 266,999 ",Automático,17.2,,1.4
 Bmw , Serie 4 ,2017," 446,999 ",Automático,12.8,,2
 Audi , A6 ,2016," 562,999 ",Automático,9.1,,3
 Mazda , CX-5 ,2016," 298,999 ",Automático,14.5,,2
 Kia , Sorento ,2016," 374,999 ",Automático,9.8,,3.3
 Mazda , Mazda 3 ,2018," 323,999 ",Automático,9.8,,2.5
 Mazda , CX-5 ,2014," 249,999 ",Automático,14.5,,2
 Volkswagen , Tiguan ,2018," 404,999 ",Automático,14.9,,1.4
 Seat , Ibiza ,2018," 244,999 ",Manual,9.2,,1.6
 Mitsubishi , Mirage ,2019," 222,999 ",Automático,20.8,,1.2
 Chevrolet , Trax ,2015," 235,999 ",Automático,15.2,,1.8
 Chevrolet , Spark ,2020," 273,999 ",Manual,18.5,,1.4
 Renault , Fluence ,2016," 224,999 ",Automático,8.7,,2
 Nissan , Pathfinder ,2015," 344,999 ",Automático,11,,3.5
 Mini , John Cooper Works ,2017," 461,999 ",Automático,11.1,,2
 Hyundai , Tucson ,2017," 341,999 ",Automático,14.5,,2
 Honda , City ,2017," 255,999 ",Automático,18.2,,1.5
 Audi , Q3 ,2018," 483,999 ",Automático,12.7,,
 Toyota , RAV4 ,2015," 323,999 ",Automático,13.9,,2.5
 Ford , Eco Sport ,2020," 366,999 ",Manual,14.9,,1.5
 Volkswagen , Jetta A7 ,2019," 348,999 ",Manual,17.2,,1.4
 Mercedes Benz , Clase C ,2018," 498,999 ",Automático,13.5,,1.6
 Volkswagen , Jetta A6 ,2017," 239,999 ",Manual,12.3,,2
 Honda , CR-V ,2014," 274,999 ",Automático,9.7,,2.4
 Chevrolet , Cavalier ,2019," 263,999 ",Manual,17.5,,1.5
 Honda , Odyssey ,2015," 325,999 ",Automático,6.7,,3.5
 Nissan , X Trail ,2016," 296,999 ",Automático,13.2,,2.5
 Chevrolet , Malibu ,2018," 403,999 ",Automático,12,,2
 Bmw , Serie 2 ,2020," 629,999 ",Automático,13.2,,2
 Chevrolet , Sonic ,2017," 208,999 ",Automático,13.3,,1.6
 Seat , Leon ,2018," 378,999 ",Automático,14.7,,1.8
 Volkswagen , Vento ,2018," 240,999 ",Automático,9.6,,1.6
 Nissan , Versa ,2019," 244,999 ",Automático,18.2,,1.6
 Kia , Soul ,2018," 266,999 ",Automático,14.3,,1.6
 Mini , Cooper S ,2020," 577,999 ",Automático,13.3,,2
 Volkswagen , Jetta A7 ,2019," 335,999 ",Manual,17.2,,1.4
 Chevrolet , Equinox ,2018," 409,999 ",Automático,9.3,,1.5
 Honda , Hr-V ,2018," 372,999 ",Automático,15.2,,1.8
 Volkswagen , Tiguan ,2020," 497,999 ",Automático,14.9,,1.4
 Jeep , Grand Cherokee ,2015," 481,999 ",Automático,7,,5.7
 Nissan , X Trail ,2018," 375,999 ",Automático,13.2,,2.5
 Kia , Soul ,2018," 361,999 ",Automático,14.7,,1.6
 Mini , Cooper Clubman ,2018," 463,999 ",Automático,13.3,,
 Kia , Sportage ,2019," 474,999 ",Automático,12.3,,
 Chevrolet , Aveo ,2018," 237,999 ",Automático,16.7,,
 Audi , Q2 ,2020," 574,999 ",Automático,14.9,,
 Kia , Soul ,2019," 297,999 ",Automático,14.3,,
 Kia , Rio ,2018," 252,999 ",Manual,15.6,,
 Peugeot , 208 ,2020," 305,999 ",Manual,16.9,,1.2
 Volkswagen , Jetta A6 ,2018," 284,999 ",Manual,11.6,,2.5
 Hyundai , Accent ,2018," 226,999 ",Manual,15.2,,1.6
 Volkswagen , Jetta A7 ,2019," 339,999 ",Automático,15.9,,1.4
 Infiniti , Q50 ,2017," 409,999 ",Automático,10.5,,"3,7"
 Honda , CR-V ,2016," 315,999 ",Automático,9.7,,2.4
 Jeep , Grand Cherokee ,2014," 393,999 ",Automático,9.2,,3.6
 Chevrolet , Aveo ,2018," 219,999 ",Manual,17.5,,1.6
 Volkswagen , Jetta A6 ,2017," 241,999 ",Automático,12.7,,2
 Kia , Optima ,2020," 482,999 ",Automático,11.9,,2
 Toyota , Corolla ,2015," 215,999 ",Manual,13.5,,1.8
 Hyundai , Tucson ,2017," 343,999 ",Automático,14.5,,2
 Hyundai , Tucson ,2017," 342,999 ",Automático,14.5,,2
 Land Rover , Range Rover Evoque ,2015," 530,999 ",Automático,8.4,,2
 Nissan , X Trail ,2019," 359,999 ",Automático,13.5,,2.5
 Nissan , NP300 Frontier ,2020," 501,999 ",Manual,9.8,,2.5
 Ford , Explorer ,2018," 605,999 ",Automático,9.3,,3.5
 Mazda , Cx-3 ,2019," 351,999 ",Automático,14.9,,2
 Kia , Sorento ,2019," 490,999 ",Automático,12.8,,3.3
 Volkswagen , Tiguan ,2016," 306,999 ",Automático,14.9,,1.4
 Honda , City ,2017," 253,999 ",Automático,18.2,,1.5
 Alfa Romeo , Mito ,2018," 361,999 ",Manual,15.9,,1.4
 Toyota , Yaris ,2018," 270,999 ",Automático,17.5,,1.5
 Nissan , Sentra ,2016," 216,999 ",Automático,17.2,,1.8
 Volkswagen , Golf A7 ,2017," 344,999 ",Automático,15.9,,1.4
 Volkswagen , Jetta A7 ,2019," 354,999 ",Automático,15.9,,1.4
 Kia , Sportage ,2016," 308,999 ",Automático,12.7,,2
 Smart , Forfour ,2017," 299,999 ",Automático,19.2,,1
 Mazda , CX-5 ,2016," 356,999 ",Automático,10,,
 Bmw , Serie 4 ,2018," 508,999 ",Automático,12.8,,
 Volkswagen , Polo ,2018," 272,999 ",Automático,16.1,,
 Audi , A3 ,2016," 322,999 ",Automático,14.3,,
 Audi , S6 ,2016," 759,999 ",Automático,9.3,,4
 Honda , BR-V ,2018," 326,999 ",Automático,15.9,,
 Volkswagen , Passat ,2018," 387,999 ",Automático,11.5,,
 Seat , Ibiza ,2016," 238,999 ",Automático,15.9,,
 Mercedes Benz , Clase C ,2018," 546,999 ",Automático,9.9,,
 Nissan , Tiida ,2018," 208,999 ",Manual,13,,1.8
 Volkswagen , Jetta A7 ,2019," 416,999 ",Automático,15.9,,1.4
 Mazda , Mazda 3 ,2018," 324,999 ",Automático,9.6,,2
 Mercedes Benz , Clase C ,2018," 521,999 ",Automático,9.9,,2
 Volkswagen , Tiguan ,2018," 437,999 ",Automático,14.9,,1.4
 Renault , Duster ,2018," 244,999 ",Manual,14.7,,2
 Nissan , Sentra ,2018," 267,999 ",Manual,14.3,,1.8
 Kia , Soul ,2017," 308,999 ",Automático,14.7,,1.6
 Honda , Hr-V ,2016," 293,999 ",Automático,15.2,,1.8
 Volkswagen , Tiguan ,2018," 446,999 ",Automático,14.9,,1.4
 Honda , Civic ,2017," 315,999 ",Automático,17.5,,1.5
 Mazda , Cx-3 ,2017," 318,999 ",Automático,15.4,,2
 Hyundai , Creta ,2018," 302,999 ",Manual,14.7,,1.6
 Acura , RDX ,2017," 441,999 ",Automático,8.2,,2.5
 Nissan , Sentra ,2017," 232,999 ",Automático,17.2,,1.8
 Volkswagen , Jetta A6 ,2017," 273,999 ",Automático,11.8,,2.5
 Audi , A3 ,2018," 415,999 ",Automático,16.1,,1.4
 Toyota , RAV4 ,2013," 282,999 ",Automático,11.4,,2.5
 Chevrolet , Spark ,2017," 215,999 ",Manual,18.5,,1.4
 Acura , RDX ,2017," 434,999 ",Automático,8.2,,2.5
 Volkswagen , Golf A7 ,2017," 330,999 ",Automático,15.9,,1.4
 Honda , CR-V ,2013," 257,999 ",Automático,8.4,,2.4
 Volkswagen , Golf A7 ,2017," 318,999 ",Automático,15.4,,1.4
 Bmw , X1 ,2019," 514,999 ",Automático,15.9,,1.5
 Smart , Fortwo ,2016," 267,999 ",Manual,20.4,,1
 Honda , CR-V ,2014," 277,999 ",Automático,9.7,,2.4
 Mazda , Mazda 3 ,2016," 263,999 ",Manual,14.9,,2
 Toyota , Corolla ,2016," 294,999 ",Automático,9.4,,1.8
 Volkswagen , Passat ,2017," 310,999 ",Automático,11.5,,2.5
 Ford , Fiesta ,2016," 232,999 ",Automático,16.1,,1.6
 Hyundai , Santa Fe ,2018," 483,999 ",Automático,10.5,,3.3
 Dodge , Journey ,2018," 417,999 ",Automático,8.2,,3.6
 Volkswagen , Vento ,2020," 256,999 ",Manual,14.3,,1.6
 Honda , CR-V ,2014," 295,999 ",Automático,9.7,,2.4
 Kia , Forte ,2021," 443,999 ",Manual,15.6,,1.6
 Volkswagen , Jetta A6 ,2018," 307,999 ",Automático,11.8,,2.5
 Volkswagen , Polo ,2018," 225,999 ",Manual,15.2,,1.6
 Mazda , CX-5 ,2018," 453,999 ",Automático,10,,2.5
 Mazda , CX-5 ,2018," 451,999 ",Automático,10,,2.5
 Volkswagen , Tiguan ,2020," 556,999 ",Automático,14.9,,
 Volkswagen , Jetta A7 ,2019," 348,999 ",Manual,17.2,,
 Toyota , RAV4 ,2016," 338,999 ",Automático,11.9,,"2,5"
 Volkswagen , Golf A7 ,2017," 349,999 ",Automático,17.2,,1.4
 Honda , Accord ,2018," 517,999 ",Automático,9.9,,2
 Chevrolet , Trax ,2016," 266,999 ",Automático,15.2,,1.8
 Nissan , NP300 Frontier ,2020," 492,999 ",Manual,9.8,,2.5
 Seat , Ibiza ,2016," 254,999 ",Manual,17.5,,1.2
 Mazda , Mazda 3 ,2020," 383,999 ",Automático,9.8,,2.5
 Hyundai , Tucson ,2018," 404,999 ",Automático,14.5,,2
 Chevrolet , Trax ,2016," 265,999 ",Automático,15.2,,1.8
 Nissan , Sentra ,2017," 231,999 ",Manual,14.3,,1.8
 Lincoln , MKX ,2015," 351,999 ",Automático,9.1,,3.5
 Ford , Escape ,2019," 387,999 ",Automático,9.8,,2.5
 Suzuki , Kizashi ,2016," 265,999 ",Automático,12.8,,2.4
 Bmw , X1 ,2019," 575,999 ",Automático,11.8,,2
 Volkswagen , Jetta A7 ,2019," 344,999 ",Manual,17.2,,1.4
 Volkswagen , Beetle ,2018," 402,999 ",Automático,11.6,,2.5
 Lincoln , MKX ,2016," 427,999 ",Automático,10.6,,2.7
 Honda , Accord ,2016," 301,999 ",Automático,9.9,,2.4
 Volkswagen , Jetta A6 ,2018," 271,999 ",Manual,12.3,,2
 Buick , Encore ,2018," 354,999 ",Automático,13.2,,1.4
 Buick , Lacrosse ,2016," 372,999 ",Automático,9.3,,3.6
 Kia , Optima ,2018," 325,999 ",Automático,13.3,,2.4
 Suzuki , Swift ,2016," 205,999 ",Manual,14.3,,
 Honda , CR-V ,2016," 327,999 ",Automático,9.7,,
 Honda , BR-V ,2018," 317,999 ",Automático,15.9,,1.5
 Nissan , X Trail ,2016," 282,999 ",Automático,13.2,,2.5
 Chevrolet , Sonic ,2017," 208,999 ",Automático,13.3,,1.6
 Chevrolet , Sonic ,2017," 212,999 ",Manual,15.9,,1.6
 Mini , Cooper ,2016," 293,999 ",Manual,17.5,,1.5
 Volkswagen , Gol ,2018," 216,999 ",Manual,17.9,,
 Chevrolet , Spark ,2019," 248,999 ",Manual,18.5,,1.4
 Chevrolet , Sonic ,2017," 203,999 ",Manual,14.5,,1.6
 Volkswagen , Tiguan ,2020," 489,999 ",Automático,14.9,,1.4
 Audi , A3 ,2019," 455,999 ",Automático,11,,2
 Mazda , Mazda 3 ,2018," 328,999 ",Automático,9.6,,2
 Bmw , X3 ,2017," 509,999 ",Automático,7.8,,3
 Nissan , Kicks ,2017," 278,999 ",Automático,16.9,,1.6
 Chevrolet , Spark ,2017," 207,999 ",Manual,18.5,,1.4
 Nissan , Sentra ,2018," 253,999 ",Manual,14.3,,1.8
 Dodge , Journey ,2016," 311,999 ",Automático,8.2,,3.6
 Nissan , Versa ,2019," 241,999 ",Manual,16.4,,1.6
 Chevrolet , Cavalier ,2020," 258,999 ",Manual,17.5,,1.5
 Kia , Sorento ,2016," 304,999 ",Automático,12.8,,2.4
 Seat , Ibiza ,2017," 245,999 ",Manual,15.9,,1.6
 Volkswagen , Golf A7 ,2017," 347,999 ",Automático,15.9,,1.4
 Honda , Hr-V ,2016," 296,999 ",Automático,15.2,,1.8
 Hyundai , Tucson ,2017," 343,999 ",Automático,14.5,,2
 Nissan , X Trail ,2017," 339,999 ",Automático,13.2,,2.5
 Nissan , 370z ,2020," 759,999 ",Automático,8.3,,3.7
 Dodge , Journey ,2017," 341,999 ",Automático,8.1,,2.4
 Mazda , Cx-3 ,2019," 348,999 ",Automático,14.9,,2
 Hyundai , Accent ,2018," 246,999 ",Manual,16.7,,1.6
 Renault , Stepway ,2018," 220,999 ",Manual,15.2,,1.6
 Honda , Hr-V ,2017," 323,999 ",Automático,15.2,,1.8
 Mazda , Mazda 3 ,2018," 329,999 ",Automático,9.8,,2.5
 Nissan , Juke ,2017," 312,999 ",Automático,14.7,,1.6
 Volkswagen , Jetta A7 ,2019," 424,999 ",Automático,15.9,,1.4
 Seat , Ibiza ,2021," 387,999 ",Manual,17.5,,1.6
 Seat , Leon ,2018," 324,999 ",Automático,17.9,,1.4
 Toyota , Camry ,2020," 504,999 ",Automático,15.4,,2.5
 Honda , CR-V ,2018," 458,999 ",Automático,9.7,,1.5
 Nissan , Murano ,2019," 600,999 ",Automático,8.6,,3.5
 Mazda , Mazda 2 ,2018," 259,999 ",Manual,18.5,,
 Volkswagen , Tiguan ,2018," 428,999 ",Automático,14.9,,
 Volkswagen , Jetta A7 ,2019," 360,999 ",Automático,15.9,,
 Audi , A3 ,2018," 415,999 ",Automático,14.3,,1.4
 Nissan , Versa ,2019," 258,999 ",Manual,16.4,,1.6
 Nissan , X Trail ,2016," 267,999 ",Automático,13.5,,2.5
 Hyundai , Santa Fe ,2017," 433,999 ",Automático,10.8,,2
 Mazda , Mazda 3 ,2018," 325,999 ",Automático,9.8,,2.5
 Audi , A1 Sportback ,2018," 372,999 ",Automático,15.6,,1.4
 Audi , A3 ,2019," 466,999 ",Automático,14.3,,1.4
 Audi , A3 ,2018," 427,999 ",Automático,14.3,,1.4
 Nissan , Sentra ,2017," 267,999 ",Automático,16.7,,1.8
 Audi , A1 Sportback ,2018," 367,999 ",Automático,15.6,,1.4
 Audi , A5 Sportback ,2016," 506,999 ",Automático,12,,2
 Renault , Stepway ,2018," 219,999 ",Manual,15.2,,1.6
 Volkswagen , Tiguan ,2015," 271,999 ",Automático,14.9,,1.4
 Chevrolet , Trax ,2017," 239,999 ",Manual,16.9,,1.8
 Mazda , Mazda 3 ,2018," 318,999 ",Automático,9.6,,2
 Mini , Cooper ,2018," 386,999 ",Automático,17.5,,1.5
 Dodge , Attitude ,2021," 248,999 ",Manual,20.4,,1.2
 Chevrolet , Trax ,2017," 249,999 ",Manual,16.9,,1.8
 Volkswagen , Jetta A7 ,2019," 417,999 ",Automático,15.9,,1.4
 Honda , Hr-V ,2017," 322,999 ",Automático,15.2,,1.8
 Honda , Civic ,2019," 391,999 ",Automático,16.7,,2
 Mercedes Benz , Clase Glc ,2018," 636,999 ",Automático,8.9,,2
 Nissan , Sentra ,2017," 262,999 ",Automático,16.7,,1.8
 Kia , Optima ,2017," 317,999 ",Automático,11.9,,2
 Toyota , RAV4 ,2016," 351,999 ",Automático,11.1,,2.5
 Mazda , CX-5 ,2016," 301,999 ",Automático,14.5,,2
 Toyota , Corolla ,2016," 228,999 ",Automático,15.9,,1.8
 Mazda , CX-9 ,2017," 474,999 ",Automático,11.1,,2.5
 Hyundai , Santa Fe ,2019," 581,999 ",Automático,10.5,,3.3
 Mazda , Mazda 6 ,2019," 433,999 ",Automático,11.4,,2.5
 Nissan , Sentra ,2017," 223,999 ",Manual,14.3,,1.8
 Hyundai , Sonata ,2018," 351,999 ",Automático,13.3,,2.4
 Mazda , Mazda 6 ,2020," 514,999 ",Automático,11.4,,2.5
 Renault , Duster ,2018," 229,999 ",Manual,14.9,,2
 Ford , Focus ,2016," 243,999 ",Automático,15.2,,2
 Nissan , Kicks ,2018," 310,999 ",Automático,16.9,,1.6
 Acura , ILX ,2018," 432,999 ",Automático,9.8,,2.4
 Volkswagen , Tiguan ,2019," 460,999 ",Automático,14.9,,1.4
 Volkswagen , Beetle ,2017," 326,999 ",Manual,11.6,,2.5
 Volkswagen , Polo ,2020," 273,999 ",Manual,14.5,,1.6
 Nissan , X Trail ,2018," 423,999 ",Automático,13.2,,2.5
 Seat , Ibiza ,2019," 299,999 ",Automático,15.9,,1.6
 Honda , CR-V ,2016," 316,999 ",Automático,9.7,,2.4
 Bmw , Serie 3 ,2018," 471,999 ",Automático,17.9,,1.5
 Nissan , Kicks ,2017," 246,999 ",Manual,15.9,,1.6
 Mazda , Mazda 3 ,2016," 256,999 ",Manual,8.9,,2.5
 Dodge , Journey ,2017," 314,999 ",Automático,10.2,,2.4
 Bmw , Serie 2 ,2017," 614,999 ",Automático,10.6,,3
 Hyundai , Elantra ,2017," 243,999 ",Automático,17.5,,2
 Nissan , Pathfinder ,2015," 287,999 ",Automático,11,,3.5
 Kia , Sportage ,2016," 309,999 ",Automático,12.7,,2
 Nissan , X Trail ,2018," 341,999 ",Automático,13.5,,2.5
 Seat , Leon ,2016," 271,999 ",Automático,17.9,,1.4
 Bmw , Serie 1 ,2019," 494,999 ",Automático,17.9,,1.5
 Kia , Forte ,2020," 307,999 ",Manual,15.9,,2
 Nissan , Versa ,2019," 262,999 ",Automático,18.2,,1.6
 Audi , A3 ,2016," 324,999 ",Automático,11.8,,1.8
 Seat , Ibiza ,2017," 245,999 ",Manual,15.9,,1.6
 Kia , Soul ,2018," 315,999 ",Automático,13.2,,2
 Kia , Forte ,2017," 253,999 ",Automático,14.3,,2
 Kia , Forte ,2016," 262,999 ",Automático,13.2,,2
 Mazda , CX-5 ,2016," 296,999 ",Automático,14.5,,2
 Dodge , Journey ,2017," 342,999 ",Automático,8.1,,2.4
 Alfa Romeo , Giulietta ,2018," 486,999 ",Automático,9.3,,1.8
 Seat , Freetrack ,2014," 226,999 ",Automático,9.6,,2
 Chevrolet , Aveo ,2016," 167,999 ",Manual,14.5,,1.6
