marca,modelo,año,precio,transmisión,rendimiento,combustible,litros,entrega
 Mercedes Benz , Clase Gle ,2016,681999.0,Automático,8.9,Gasolina,3,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cruze ,2018,271999.0,Automático,17.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 10957, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2018,309999.0,Manual,8.9,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Sonic ,2016,178999.0,Manual,14.7,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14855, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Dodge , Neon ,2017,211999.0,Automático,13.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mini , Cooper ,2016,281999.0,Automático,17.5,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mini , Cooper ,2019,426999.0,Automático,17.5,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 3086, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Santa Fe ,2018,472999.0,Automático,10.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Focus ,2017,283999.0,Automático,15.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Odyssey ,2018,636999.0,Automático,10.0,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 6517, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Hyundai , Grand i10 ,2019,241999.0,Automático,16.7,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Odyssey ,2018,632999.0,Automático,9.9,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 3283, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Lincoln , MKX ,2017,537999.0,Automático,10.6,Gasolina,2.7,"{'nombre': 'Domicilio', 'precio': 6700, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2017,271999.0,Automático,11.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Frontier ,2015,437999.0,Automático,7.9,Gasolina,4,"{'nombre': 'Domicilio', 'precio': 12591, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Dodge , Attitude ,2020,242999.0,Manual,20.4,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Fiesta ,2018,230999.0,Manual,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2019,374999.0,Manual,17.2,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Grand i10 ,2017,199999.0,Manual,18.2,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 14823, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2020,287999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14902, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 1 ,2019,490999.0,Automático,13.3,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Ibiza ,2017,219999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6476, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Sportage ,2016,292999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 5711, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Fiat , Mobi ,2020,227999.0,Manual,15.2,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,268999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 5042, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2021,305999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14992, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Versa ,2018,212999.0,Manual,16.4,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Ranger ,2021,549999.0,Manual,9.5,Gasolina,3.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2017,369999.0,Automático,14.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Kicks ,2018,307999.0,Automático,16.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12063, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2017,229999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6909, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2020,640999.0,Automático,12.0,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Attitude ,2020,240999.0,Automático,20.4,Gasolina,1.2,"{'nombre': 'Domicilio', 'precio': 6409, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Odyssey ,2015,361999.0,Automático,6.5,Gasolina,"3,5","{'nombre': 'Domicilio', 'precio': 4761, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Rio ,2017,247999.0,Manual,15.6,Gasolina,"1,6","{'nombre': 'Domicilio', 'precio': 10081, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Dodge , Journey ,2017,360999.0,Automático,8.2,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 9373, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Cx-3 ,2018,355999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 10537, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Civic ,2018,348999.0,Automático,16.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 13771, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Hr-V ,2018,361999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 8064, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , RAV4 ,2015,322999.0,Automático,13.9,Híbrido,2.5,"{'nombre': 'Domicilio', 'precio': 3174, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Ford , Fiesta ,2017,213999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13822, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Peugeot , 2008 ,2019,319999.0,Manual,16.4,Gasolina,1.2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2017,277999.0,Automático,16.7,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Up ,2018,236999.0,Manual,16.4,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , City ,2018,274999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Sienna ,2017,527999.0,Automático,9.6,Híbrido,3.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Cruze ,2018,264999.0,Automático,17.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 3960, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Kia , Forte ,2018,318999.0,Automático,13.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Jetta A7 ,2019,348999.0,Manual,17.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 9968, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Kicks ,2018,325999.0,Automático,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 11504, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2019,278999.0,Manual,15.9,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2017,258999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2019,565999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Soul ,2017,310999.0,Automático,14.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Sentra ,2015,202999.0,Manual,14.3,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 14448, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mini , Countryman ,2018,449999.0,Automático,13.3,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3467, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2016,265999.0,Manual,8.9,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Dodge , Neon ,2020,241999.0,Manual,14.1,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 14895, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2019,342999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 8481, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Yaris ,2020,300999.0,Automático,17.2,Híbrido,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Leon ,2019,349999.0,Automático,18.2,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 13308, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Highlander ,2012,316999.0,Automático,9.9,Híbrido,3.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2018,447999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 8459, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ateca ,2020,606999.0,Automático,17.9,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A3 ,2018,407999.0,Automático,16.1,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2018,460999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 6383, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Suzuki , Grand Vitara ,2014,240999.0,Automático,11.2,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 10231, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Stepway ,2018,248999.0,Manual,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Corolla ,2017,291999.0,Automático,15.9,Híbrido,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Figo ,2019,252999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 11469, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , CX-5 ,2018,460999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , Serie 2 ,2016,325999.0,Automático,13.2,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , RAV4 ,2015,326999.0,Automático,13.9,Híbrido,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , Mazda 3 ,2016,276999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Note ,2018,276999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , CR-V ,2014,270999.0,Automático,9.7,Gasolina,2.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Accord ,2016,301999.0,Automático,9.9,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 5046, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , NP300 Frontier ,2020,492999.0,Manual,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Seat , Tarraco ,2019,548999.0,Automático,15.4,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 12790, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Fiat , Mobi ,2020,226999.0,Manual,15.2,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Yaris ,2017,252999.0,Automático,17.2,Híbrido,1.5,"{'nombre': 'Domicilio', 'precio': 4049, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Smart , Fortwo ,2017,295999.0,Automático,20.4,Gasolina,1,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Nissan , Kicks ,2018,342999.0,Automático,16.9,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 13061, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Dodge , Journey ,2018,349999.0,Automático,10.2,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 10059, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Bmw , Serie 5 ,2014,392999.0,Automático,11.1,Gasolina,3,"{'nombre': 'Domicilio', 'precio': 7265, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Tiguan ,2016,337999.0,Automático,9.9,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2016,311999.0,Automático,14.5,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 6759, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Acura , RDX ,2018,504999.0,Automático,8.2,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Escape ,2015,267999.0,Automático,9.8,Gasolina,2.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Yaris ,2017,221999.0,Automático,17.2,Híbrido,1.5,"{'nombre': 'Domicilio', 'precio': 7377, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , City ,2018,286999.0,Automático,18.2,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 8746, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mazda , Mazda 3 ,2016,258999.0,Manual,15.4,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 5499, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Passat ,2018,437999.0,Automático,9.7,Gasolina,3.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Acura , RDX ,2019,627999.0,Automático,10.8,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 9660, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2015,231999.0,Automático,15.2,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Mazda , CX-5 ,2018,451999.0,Automático,10.0,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 9964, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , City ,2018,259999.0,Manual,16.4,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Passat ,2015,255999.0,Automático,11.5,Gasolina,3.6,"{'nombre': 'Domicilio', 'precio': 12628, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Spark ,2018,234999.0,Manual,18.5,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Figo ,2020,286999.0,Automático,17.2,Gasolina,1.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Audi , A5 ,2019,753999.0,Automático,15.4,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Ford , Fiesta ,2017,242999.0,Automático,16.1,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Jeep , Cherokee ,2016,350999.0,Automático,9.9,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 13877, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Polo ,2020,284999.0,Manual,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Bmw , Serie 3 ,2017,418999.0,Automático,12.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Honda , Fit ,2017,218999.0,Manual,12.8,Gasolina,1.5,"{'nombre': 'Domicilio', 'precio': 6070, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Infiniti , QX60 ,2016,414999.0,Automático,9.6,Gasolina,3.5,"{'nombre': 'Domicilio', 'precio': 9043, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Jetta A6 ,2018,265999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Domicilio', 'precio': 3621, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Beetle ,2017,332999.0,Automático,11.6,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 11020, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Sentra ,2018,247999.0,Manual,14.3,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Tiguan ,2018,419999.0,Automático,14.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 8504, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Volkswagen , Touareg ,2014,400999.0,Automático,8.6,Gasolina,3,"{'nombre': 'Domicilio', 'precio': 8963, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Trax ,2016,227999.0,Manual,16.9,Gasolina,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Creta ,2019,322999.0,Automático,14.3,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12041, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Corolla ,2015,240999.0,Automático,15.9,Híbrido,1.8,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2020,272999.0,Automático,16.7,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,255999.0,Manual,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 6916, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Toyota , Corolla ,2015,262999.0,Automático,17.9,Híbrido,1.8,"{'nombre': 'Domicilio', 'precio': 12944, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Honda , Civic ,2018,356999.0,Automático,16.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Rio ,2018,282999.0,Automático,15.6,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 12577, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Seat , Ibiza ,2017,222999.0,Manual,9.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Vento ,2020,252999.0,Manual,14.3,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Forte ,2020,318999.0,Manual,15.6,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Renault , Stepway ,2019,240999.0,Manual,15.2,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Toyota , Sienna ,2014,413999.0,Automático,9.6,Híbrido,3.5,"{'nombre': 'Domicilio', 'precio': 6032, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Mercedes Benz , Clase Gle ,2017,662999.0,Automático,7.7,Gasolina,3.5,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Hyundai , Elantra ,2018,260999.0,Manual,15.6,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Chevrolet , Sonic ,2017,225999.0,Automático,13.0,Gasolina,1.6,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2017,318999.0,Automático,12.7,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Volkswagen , Passat ,2016,317999.0,Automático,9.8,Gasolina,2,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
 Kia , Sportage ,2019,451999.0,Automático,12.3,Gasolina,2.4,"{'nombre': 'Domicilio', 'precio': 14144, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A5 Sportback ,2016,440999.0,Automático,11.9,Gasolina,1.8,"{'nombre': 'Domicilio', 'precio': 13748, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Nissan , Kicks ,2018,329999.0,Automático,17.5,Gasolina,1.6,"{'nombre': 'Domicilio', 'precio': 9664, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Renault , Koleos ,2016,281999.0,Automático,8.8,Gasolina,2.5,"{'nombre': 'Domicilio', 'precio': 5432, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Chevrolet , Spark ,2017,183999.0,Manual,18.9,Gasolina,1.4,"{'nombre': 'Domicilio', 'precio': 11194, 'descripcion': 'Lo llevamos a la puerta de tu casa'}"
 Audi , A1 Sportback ,2014,303999.0,Automático,15.6,Gasolina,1.4,"{'nombre': 'Recoger en Agencia', 'precio': 0.0, 'descripcion': 'Recoge tu auto en la agencia GRATIS'}"
